HAddress,HAttractions,HGFW,HImages,HLanguage,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HVideos,URL
"50 Ma May Hoan Kiem, Hanoi 10000 Vietnam",95,100,28,,Hanoi Gate 1 Hotel,$82 ,$36 ,"$36, - ,$82","Which popular attractions are close to Hanoi Gate 1 Hotel?, ,What are some of the property amenities at Hanoi Gate 1 Hotel?, ,Which room amenities are available at Hanoi Gate 1 Hotel?, ,What food & drink options are available at Hanoi Gate 1 Hotel?, ,What are some restaurants close to Hanoi Gate 1 Hotel?, ,Does Hanoi Gate 1 Hotel have an airport shuttle?, ,Does Hanoi Gate 1 Hotel have airport transportation?, ,Is Hanoi Gate 1 Hotel located near the city center?, ,Are any cleaning services offered at Hanoi Gate 1 Hotel?, ,Are there any historical sites close to Hanoi Gate 1 Hotel?, ",11,182,"#66 of 1,074 B&Bs / Inns in Hanoi",45,,356,Excellent,20,"Centrally Located,Charming",1,https://www.tripadvisor.com/Hotel_Review-g293924-d632610-Reviews-Hanoi_Gate_1_Hotel-Hanoi.html
"42-44 Gia Ngu str Hang Bac ward , Hoan Kiem Dist., Hanoi Vietnam",209,100,105,Vietnamese,Rex Hanoi Hotel,"$1,317 ",$44 ,"$44, - ,$1,317","Which popular attractions are close to Rex Hanoi Hotel?, ,What are some of the property amenities at Rex Hanoi Hotel?, ,Which room amenities are available at Rex Hanoi Hotel?, ,What food & drink options are available at Rex Hanoi Hotel?, ,What are some restaurants close to Rex Hanoi Hotel?, ,Are there opportunities to exercise at Rex Hanoi Hotel?, ,Does Rex Hanoi Hotel have airport transportation?, ,Is Rex Hanoi Hotel located near the city center?, ,Are any cleaning services offered at Rex Hanoi Hotel?, ,Does Rex Hanoi Hotel offer any business services?, ,Are there any historical sites close to Rex Hanoi Hotel?, ",7,182,"#126 of 1,294 hotels in Hanoi",45,30,720,Excellent,,"Mid-range,Great View",3,https://www.tripadvisor.com/Hotel_Review-g293924-d15187357-Reviews-Rex_Hanoi_Hotel-Hanoi.html
"5 Duy Tan Street Cau Giay, Hanoi 100000 Vietnam",1,58,175,"English, Japanese, Korean, Vietnamese",Novotel Suites Hanoi,$199 ,$78 ,"$78, - ,$199","Which popular attractions are close to Novotel Suites Hanoi?, ,What are some of the property amenities at Novotel Suites Hanoi?, ,Which room amenities are available at Novotel Suites Hanoi?, ,What food & drink options are available at Novotel Suites Hanoi?, ,Is parking available at Novotel Suites Hanoi?, ,What are some restaurants close to Novotel Suites Hanoi?, ,Are there opportunities to exercise at Novotel Suites Hanoi?, ,Does Novotel Suites Hanoi have airport transportation?, ,Are any cleaning services offered at Novotel Suites Hanoi?, ,Does Novotel Suites Hanoi offer any business services?, ,Which languages are spoken by the staff at Novotel Suites Hanoi?, ",30,183,"#195 of 1,294 hotels in Hanoi",45,40,22,Excellent,151,"Modern,Business",16,https://www.tripadvisor.com/Hotel_Review-g293924-d10242276-Reviews-Novotel_Suites_Hanoi-Hanoi.html
"40 Bat Su Street Hoan Kiem Dist, Hanoi, Hanoi 10000 Vietnam",115,97,54,,Milton Boutique Hotel,$37 ,$18 ,"$18, - ,$37","Which popular attractions are close to Milton Boutique Hotel?, ,What are some of the property amenities at Milton Boutique Hotel?, ,What food & drink options are available at Milton Boutique Hotel?, ,Is parking available at Milton Boutique Hotel?, ,What are some restaurants close to Milton Boutique Hotel?, ,Does Milton Boutique Hotel have airport transportation?, ,Is Milton Boutique Hotel located near the city center?, ,Are any cleaning services offered at Milton Boutique Hotel?, ,Are there any historical sites close to Milton Boutique Hotel?, ",39,185,"#262 of 1,294 hotels in Hanoi",45,40,378,Excellent,19,"Boutique,Modern",4,https://www.tripadvisor.com/Hotel_Review-g293924-d7701532-Reviews-Milton_Boutique_Hotel-Hanoi.html
"30 Hang Cot Street Hoan Kiem District, Hanoi 10000 Vietnam",28,100,64,"English, Chinese, Vietnamese",Happy Moon Guesthouse,$55 ,$14 ,"$14, - ,$55","Which popular attractions are close to Happy Moon Guesthouse?, ,What are some of the property amenities at Happy Moon Guesthouse?, ,What food & drink options are available at Happy Moon Guesthouse?, ,Is parking available at Happy Moon Guesthouse?, ,What are some restaurants close to Happy Moon Guesthouse?, ,Does Happy Moon Guesthouse have airport transportation?, ,Is Happy Moon Guesthouse located near the city center?, ,Which languages are spoken by the staff at Happy Moon Guesthouse?, ,Are there any historical sites close to Happy Moon Guesthouse?, ",31,188,"#36 of 1,177 Specialty lodging in Hanoi",45,20,171,Excellent,18,"Centrally Located,Budget",1,https://www.tripadvisor.com/Hotel_Review-g293924-d9747993-Reviews-Happy_Moon_Guesthouse-Hanoi.html
"16A Trung Yen Lane Dinh Liet Str, Hoan Kiem Dist, Hanoi 844 Vietnam",194,100,44,"English, French, Vietnamese",Camellia Hotel 6,$19 ,$15 ,"$15, - ,$19","Which popular attractions are close to Camellia Hotel 6?, ,What are some of the property amenities at Camellia Hotel 6?, ,Which room amenities are available at Camellia Hotel 6?, ,Is parking available at Camellia Hotel 6?, ,What are some restaurants close to Camellia Hotel 6?, ,Does Camellia Hotel 6 have airport transportation?, ,Is Camellia Hotel 6 located near the city center?, ,Which languages are spoken by the staff at Camellia Hotel 6?, ,Are there any historical sites close to Camellia Hotel 6?, ",11,191,"#82 of 1,074 B&Bs / Inns in Hanoi",45,10,679,Excellent,10,"Centrally Located,Quiet",1,https://www.tripadvisor.com/Hotel_Review-g293924-d1104645-Reviews-Camellia_Hotel_6-Hanoi.html
"4, Phat Loc Lane Hoan Kiem District, Hanoi Vietnam",124,100,79,"English, Vietnamese",Hanoi Cristina Hotel & Travel,$36 ,$29 ,"$29, - ,$36","Which popular attractions are close to Hanoi Cristina Hotel & Travel?, ,What are some of the property amenities at Hanoi Cristina Hotel & Travel?, ,What food & drink options are available at Hanoi Cristina Hotel & Travel?, ,Is parking available at Hanoi Cristina Hotel & Travel?, ,What are some restaurants close to Hanoi Cristina Hotel & Travel?, ,Does Hanoi Cristina Hotel & Travel have airport transportation?, ,Is Hanoi Cristina Hotel & Travel located near the city center?, ,Are pets allowed at Hanoi Cristina Hotel & Travel?, ,Which languages are spoken by the staff at Hanoi Cristina Hotel & Travel?, ,Are there any historical sites close to Hanoi Cristina Hotel & Travel?, ",4,192,"#46 of 1,177 Specialty lodging in Hanoi",45,30,514,Excellent,,"Centrally Located,Family",16,https://www.tripadvisor.com/Hotel_Review-g293924-d13323807-Reviews-Hanoi_Cristina_Hotel_Travel-Hanoi.html
"19 Nguyen Van To Cua Dong Ward, Hoan Kiem Dist, Hanoi 100000 Vietnam",107,100,59,"English, Vietnamese",Spoon Hotel,$59 ,$24 ,"$24, - ,$59","Which popular attractions are close to Spoon Hotel?, ,What are some of the property amenities at Spoon Hotel?, ,Which room amenities are available at Spoon Hotel?, ,What food & drink options are available at Spoon Hotel?, ,What are some restaurants close to Spoon Hotel?, ,Does Spoon Hotel have airport transportation?, ,Is Spoon Hotel located near the city center?, ,Are any cleaning services offered at Spoon Hotel?, ,Which languages are spoken by the staff at Spoon Hotel?, ,Are there any historical sites close to Spoon Hotel?, ,Is Spoon Hotel accessible?, ",8,193,"#24 of 1,074 B&Bs / Inns in Hanoi",45,30,366,Excellent,20,"Business,Family",7,https://www.tripadvisor.com/Hotel_Review-g293924-d13201589-Reviews-Spoon_Hotel-Hanoi.html
"41 Ngo Huyen, Hoan Kiem District, Hanoi 100000 Vietnam",155,100,22,"English, Vietnamese",Hotel Bluebell,$18 ,$11 ,"$11, - ,$18","Which popular attractions are close to Hotel Bluebell?, ,What are some of the property amenities at Hotel Bluebell?, ,Which room amenities are available at Hotel Bluebell?, ,Is parking available at Hotel Bluebell?, ,What are some restaurants close to Hotel Bluebell?, ,Does Hotel Bluebell have airport transportation?, ,Is Hotel Bluebell located near the city center?, ,Which languages are spoken by the staff at Hotel Bluebell?, ,Are there any historical sites close to Hotel Bluebell?, ",4,198,"#63 of 1,177 Specialty lodging in Hanoi",40,20,413,Very good,10,Centrally Located,1,https://www.tripadvisor.com/Hotel_Review-g293924-d3856839-Reviews-Hotel_Bluebell-Hanoi.html
"133 Hang Bong Street Hoan Kiem Dist, Hanoi 00844 Vietnam",123,100,28,,Bodega Hotel,$40 ,$13 ,"$13, - ,$40","Which popular attractions are close to Bodega Hotel?, ,What are some of the property amenities at Bodega Hotel?, ,Which room amenities are available at Bodega Hotel?, ,What food & drink options are available at Bodega Hotel?, ,What are some restaurants close to Bodega Hotel?, ,Does Bodega Hotel have airport transportation?, ,Is Bodega Hotel located near the city center?, ,Are any cleaning services offered at Bodega Hotel?, ,Are there any historical sites close to Bodega Hotel?, ,Is Bodega Hotel accessible?, ",36,198,"#311 of 1,294 hotels in Hanoi",40,30,409,Very good,22,Mid-range,4,https://www.tripadvisor.com/Hotel_Review-g293924-d625505-Reviews-Bodega_Hotel-Hanoi.html
"21 Thai Phu, Vo Nguyen Giap Str, Hanoi 10000 Vietnam",,,151,,Haap Transit Hotel,$36 ,$34 ,"$34, - ,$36","What are some of the property amenities at Haap Transit Hotel?, ,Which room amenities are available at Haap Transit Hotel?, ,What food & drink options are available at Haap Transit Hotel?, ,Is parking available at Haap Transit Hotel?, ,What are some restaurants close to Haap Transit Hotel?, ,Does Haap Transit Hotel have an airport shuttle?, ,Does Haap Transit Hotel have airport transportation?, ",22,200,"#194 of 1,294 hotels in Hanoi",45,30,,Excellent,12,,11,https://www.tripadvisor.com/Hotel_Review-g293924-d9559833-Reviews-Haap_Transit_Hotel-Hanoi.html
"13 Tam Thuong Alley Way, between 38-40 Hang Bong Street, Hanoi 100000 Vietnam",165,100,48,"English, Vietnamese",Tung Trang Hotel,$39 ,$19 ,"$19, - ,$39","Which popular attractions are close to Tung Trang Hotel?, ,What are some of the property amenities at Tung Trang Hotel?, ,Which room amenities are available at Tung Trang Hotel?, ,What food & drink options are available at Tung Trang Hotel?, ,What are some restaurants close to Tung Trang Hotel?, ,Does Tung Trang Hotel have airport transportation?, ,Is Tung Trang Hotel located near the city center?, ,Which languages are spoken by the staff at Tung Trang Hotel?, ,Are there any historical sites close to Tung Trang Hotel?, ",23,200,"#223 of 1,294 hotels in Hanoi",45,10,506,Excellent,11,"Quiet,Centrally Located",2,https://www.tripadvisor.com/Hotel_Review-g293924-d1019846-Reviews-Tung_Trang_Hotel-Hanoi.html
"19 Hang Phen Street, Hoan Kiem District, Hanoi Vietnam",151,97,72,Vietnamese,Queen Light hotel,$34 ,$14 ,"$14, - ,$34","Which popular attractions are close to Queen Light hotel?, ,What are some of the property amenities at Queen Light hotel?, ,Which room amenities are available at Queen Light hotel?, ,What food & drink options are available at Queen Light hotel?, ,What are some restaurants close to Queen Light hotel?, ,Does Queen Light hotel have an airport shuttle?, ,Does Queen Light hotel have airport transportation?, ,Is Queen Light hotel located near the city center?, ,Are any cleaning services offered at Queen Light hotel?, ,Are there any historical sites close to Queen Light hotel?, ,Is Queen Light hotel accessible?, ",8,200,"#22 of 1,074 B&Bs / Inns in Hanoi",45,30,477,Excellent,18,"Family,Centrally Located",7,https://www.tripadvisor.com/Hotel_Review-g293924-d11909464-Reviews-Queen_Light_hotel-Hanoi.html
"96 To Ngoc Van Street, Quang An Ward, Tay Ho District, Hanoi 10000 Vietnam",6,76,90,,Diamond Westlake Suites,$113 ,$63 ,"$63, - ,$113","Which popular attractions are close to Diamond Westlake Suites?, ,What are some of the property amenities at Diamond Westlake Suites?, ,Which room amenities are available at Diamond Westlake Suites?, ,What food & drink options are available at Diamond Westlake Suites?, ,Is parking available at Diamond Westlake Suites?, ,What are some restaurants close to Diamond Westlake Suites?, ,Are there opportunities to exercise at Diamond Westlake Suites?, ,Does Diamond Westlake Suites have an airport shuttle?, ,Does Diamond Westlake Suites have airport transportation?, ,Are any cleaning services offered at Diamond Westlake Suites?, ,Does Diamond Westlake Suites offer any business services?, ",34,211,"#175 of 1,294 hotels in Hanoi",45,40,31,Excellent,167,"Quiet,Lake View",4,https://www.tripadvisor.com/Hotel_Review-g293924-d301920-Reviews-Diamond_Westlake_Suites-Hanoi.html
"Dien Xa, Noibai Airport, Hanoi 10000 Vietnam",,,83,"English, Vietnamese",Airport View Hotel,$58 ,$14 ,"$14, - ,$58","Which popular attractions are close to Airport View Hotel?, ,What are some of the property amenities at Airport View Hotel?, ,Which room amenities are available at Airport View Hotel?, ,What food & drink options are available at Airport View Hotel?, ,Is parking available at Airport View Hotel?, ,What are some restaurants close to Airport View Hotel?, ,Does Airport View Hotel have an airport shuttle?, ,Does Airport View Hotel have airport transportation?, ,Are any cleaning services offered at Airport View Hotel?, ,Are pets allowed at Airport View Hotel?, ,Which languages are spoken by the staff at Airport View Hotel?, ",19,209,"#106 of 1,074 B&Bs / Inns in Hanoi",35,20,,Very good,26,,5,https://www.tripadvisor.com/Hotel_Review-g293924-d3802407-Reviews-Airport_View_Hotel-Hanoi.html
"06 Luong Ngoc Quyen Hoan Kiem, Hanoi 100000 Vietnam",140,100,32,"English, French, Chinese, Vietnamese",Hanoi StreetView Hotel,$19 ,$11 ,"$11, - ,$19","Which popular attractions are close to Hanoi StreetView Hotel?, ,What are some of the property amenities at Hanoi StreetView Hotel?, ,What food & drink options are available at Hanoi StreetView Hotel?, ,What are some restaurants close to Hanoi StreetView Hotel?, ,Does Hanoi StreetView Hotel have airport transportation?, ,Is Hanoi StreetView Hotel located near the city center?, ,Are any cleaning services offered at Hanoi StreetView Hotel?, ,Which languages are spoken by the staff at Hanoi StreetView Hotel?, ,Are there any historical sites close to Hanoi StreetView Hotel?, ",1,209,"#58 of 1,177 Specialty lodging in Hanoi",45,20,561,Excellent,14,"Centrally Located,Budget",1,https://www.tripadvisor.com/Hotel_Review-g293924-d3795004-Reviews-Hanoi_StreetView_Hotel-Hanoi.html
"3 Hang Tre Hoan Kiem, Hanoi 100000 Vietnam",120,100,73,"English, Vietnamese",Backy Posh Hostel,$16 ,$11 ,"$11, - ,$16","Which popular attractions are close to Backy Posh Hostel?, ,What are some of the property amenities at Backy Posh Hostel?, ,Which room amenities are available at Backy Posh Hostel?, ,What food & drink options are available at Backy Posh Hostel?, ,Is parking available at Backy Posh Hostel?, ,What are some restaurants close to Backy Posh Hostel?, ,Are there opportunities to exercise at Backy Posh Hostel?, ,Does Backy Posh Hostel have airport transportation?, ,Is Backy Posh Hostel located near the city center?, ,Are any cleaning services offered at Backy Posh Hostel?, ,Which languages are spoken by the staff at Backy Posh Hostel?, ",36,212,"#13 of 1,177 Specialty lodging in Hanoi",50,10,499,Excellent,6,"Trendy,Charming",32,https://www.tripadvisor.com/Hotel_Review-g293924-d12949675-Reviews-Backy_Posh_Hostel-Hanoi.html
"70 Ph_ Truong Cong Giai PhÆ°á»ng Dá»‹ch Vá»ng, Quáº­n Cáº§u Giáº¥y, Hanoi 100000 Vietnam",0,62,4,,Hillary Hanoi Hotel,,Vietnam,"Vietnam,Hanoi","What are some restaurants close to Hillary Hanoi Hotel?, ",8,2,"#487 of 1,294 hotels in Hanoi",50,,22,Excellent,,,3,https://www.tripadvisor.com/Hotel_Review-g293924-d21110976-Reviews-Hillary_Hanoi_Hotel-Hanoi.html
"42B Hang Cot Hang Ma, Hoan Kiem, Hanoi 100000 Vietnam",35,98,86,"English, Vietnamese",Hanoian Central Hotel & Spa,$74 ,$15 ,"$15, - ,$74","Which popular attractions are close to Hanoian Central Hotel & Spa?, ,What are some of the property amenities at Hanoian Central Hotel & Spa?, ,Which room amenities are available at Hanoian Central Hotel & Spa?, ,What food & drink options are available at Hanoian Central Hotel & Spa?, ,Is parking available at Hanoian Central Hotel & Spa?, ,What are some restaurants close to Hanoian Central Hotel & Spa?, ,Are there opportunities to exercise at Hanoian Central Hotel & Spa?, ,Does Hanoian Central Hotel & Spa have an airport shuttle?, ,Does Hanoian Central Hotel & Spa have airport transportation?, ,Is Hanoian Central Hotel & Spa located near the city center?, ",63,212,"#42 of 1,294 hotels in Hanoi",50,40,233,Excellent,82,,25,https://www.tripadvisor.com/Hotel_Review-g293924-d18114507-Reviews-Hanoian_Central_Hotel_Spa-Hanoi.html
"98 Duong To Ngoc Van 4th Floor, Eva de Eva Block, Hanoi Vietnam",24,84,,,The Lakeview - West Lake Lotus Apartments,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to The Lakeview - West Lake Lotus Apartments?, ,What are some restaurants close to The Lakeview - West Lake Lotus Apartments?, ",,1,"#225 of 1,177 Specialty lodging in Hanoi",50,,83,Excellent,,,,https://www.tripadvisor.com/Hotel_Review-g293924-d21390746-Reviews-The_Lakeview_West_Lake_Lotus_Apartments-Hanoi.html
"135 Hang Bac Hoan Kiem, Hanoi 11011 Vietnam",200,100,,,Full House in Old Quarter,,Vietnam,"Vietnam,Hanoi","Which popular attractions are close to Full House in Old Quarter?, ,What are some restaurants close to Full House in Old Quarter?, ,Is Full House in Old Quarter located near the city center?, ",,4,"#150 of 1,177 Specialty lodging in Hanoi",50,,736,Excellent,,,,https://www.tripadvisor.com/Hotel_Review-g293924-d15526870-Reviews-Full_House_in_Old_Quarter-Hanoi.html
